Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 Amotekun arrests 'killers' of police inspector in Ogun ,Crime,Education,5-1-22,5,1,2022,Neutral,0.0,anticipation,https://punchng.com/amotekun-arrests-killers-of-police-inspector-in-ogun/
 Nine players officials contract COVID-19 as Senegal leave for AFCON ,Sports,Youth Development,5-1-22,5,1,2022,Neutral,0.0,sadness,https://punchng.com/nine-players-officials-contract-covid-19-as-senegal-leave-for-afcon/
 How I sent back two governors who came to complain about farmer-herder crisis –Buhari ,Power,Youth Development,5-1-22,5,1,2022,Neutral,0.0,sadness,https://punchng.com/how-i-sent-back-two-governors-who-came-to-complain-about-farmer-herder-crisis-buhari/
 Gale of resignation hits Gombe APC ,Power,Politics,5-1-22,5,1,2022,Neutral,0.0,sadness,https://punchng.com/gale-of-resignation-hits-gombe-apc/
 Sylvester Oromoni's mother weeps over exoneration of Dowen College students officials ,Youth Development,Education,5-1-22,5,1,2022,Neutral,0.0,anticipation,https://punchng.com/sylvester-oromonis-mother-weeps-over-exoneration-of-dowen-college-students-officials/
 2023: Northern group faults Buhari's INEC nominees ,Politics,Education,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/2023-northern-group-faults-buharis-inec-nominees/
 Lagos govt police conspiring to cover up my son's death — Oromoni Snr ,Youth Development,Crime,5-1-22,5,1,2022,Neutral,0.0,fear,https://punchng.com/lagos-govt-police-conspiring-to-cover-up-my-sons-death-oromoni-snr/
 Olubadan stool: Appoint next in line Ibadan kingmakers' lawyers write Makinde ,Power,Education,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/olubadan-stool-appoint-next-in-line-ibadan-kingmakers-lawyers-write-makinde/
 Finally FG declares bandits as terrorists ,Crime,Justice,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/breaking-finally-fg-declares-bandits-as-terrorists/
 COVID-19: UK relaxes travel restrictions scraps pre-departure test ,Health,Power,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/covid-19-uk-relaxes-travel-restrictions-scraps-pre-departure-test/
 Nigerian kidnappers now target dual citizens US warns travellers ,Youth Development,Foreign Affairs,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/nigerian-kidnappers-now-target-dual-citizens-us-warns-travellers/
 [UPDATED]: Ikoyi building collapse: Sanwo-Olu receives panel report ,Education,Information and Culture,5-1-22,5,1,2022,Neutral,0.0,anticipation,https://punchng.com/breaking-ikoyi-building-collapse-sanwo-olu-receives-panel-report/
 Nigerians to pay VAT for digital services – Finance minister ,Finance,Education,5-1-22,5,1,2022,Neutral,0.0,anticipation,https://punchng.com/nigerians-to-pay-vat-for-digital-services-finance-minister/
 Nigeria urgently needs a Mental Health Act ,Health,Education,5-1-22,5,1,2022,Negative,-0.1,0,https://punchng.com/nigeria-urgently-needs-a-mental-health-act/
 One dead as gunmen attack flyover in Anambra ,Crime,Politics,5-1-22,5,1,2022,Negative,-0.2,anger,https://punchng.com/one-dead-as-gunmen-attack-flyover-in-anambra/
 Enugu schools to resume Jan 10 says Education commissioner ,Education,Environment,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/enugu-schools-to-resume-jan-10-says-education-commissioner/
 We'll soon showcase our achievements says IPOB ,Information and Culture,Sports,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/well-soon-showcase-our-achievements-says-ipob/
 Ramsey to leave Juventus says Allegri ,Sports,Youth Development,5-1-22,5,1,2022,Neutral,0.0,sadness,https://punchng.com/ramsey-to-leave-juventus-says-allegri/
 Why my kids won't attend boarding school - Actor Ime Bishop ,Education,Youth Development,5-1-22,5,1,2022,Neutral,0.0,trust,https://punchng.com/why-my-kids-wont-attend-boarding-school-actor-ime-bishop/
 Teni: Organisers of Rivers concert didn’t apply for security — Police ,Education,Power,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/teni-organisers-of-rivers-concert-didnt-apply-for-security-police/
 NGO to retrieve artefacts illegally taken to Europe America ,Education,Information and Culture,5-1-22,5,1,2022,Negative,-0.5,0,https://punchng.com/ngo-to-retrieve-artefacts-illegally-taken-to-europe-america/
 Jim Iyke paid N4.8m to 'beat' me promote his movie - Uche Maduagwu ,Information and Culture,Youth Development,5-1-22,5,1,2022,Neutral,0.0,0,https://punchng.com/jim-iyke-paid-n4-8m-to-beat-me-promote-his-movie-uche-maduagwu/
 I hope to see my son one day — 82-year-old father of 'underwear bomber' Mutallab ,Education,Youth Development,5-1-22,5,1,2022,Neutral,0.0,trust,https://punchng.com/i-hope-to-see-my-son-one-day-82-year-old-father-of-underwear-bomber-mutallab/
 Nigeria ranks eighth among 162 countries with high mass killings ,Education,Youth Development,6-1-22,6,1,2022,Positive,0.2,0,https://punchng.com/nigeria-ranks-eighth-among-162-countries-with-high-mass-killings/
 Unpaid arrears: National Assembly workers begin strike picketing on Monday ,Legislative,Power,6-1-22,6,1,2022,Positive,0.2,sadness,https://punchng.com/unpaid-arrears-national-assembly-workers-begin-strike-picketing-on-monday/
 Trump slams Biden speech on Capitol riot as 'political theatre' ,Politics,Education,6-1-22,6,1,2022,Neutral,0.0,anticipation,https://punchng.com/trump-slams-biden-speech-on-capitol-riot-as-political-theatre/
 Biden rips Trump vows to defend democracy on Capitol riot anniversary ,Politics,Justice,6-1-22,6,1,2022,Neutral,0.0,fear,https://punchng.com/biden-rips-trump-vows-to-defend-democracy-on-capitol-riot-anniversary/
 Army shuts down Adamawa market used as Boko Haram trading hub ,Power,Education,6-1-22,6,1,2022,Negative,-0.2,0,https://punchng.com/army-shuts-down-adamawa-market-used-as-boko-haram-trading-hub/
 Oromoni's death: Protesters demand continued closure of Dowen College ,Education,Power,6-1-22,6,1,2022,Neutral,0.0,anger,https://punchng.com/oromonis-death-protesters-demand-continued-closure-of-dowen-college/
 Zone your presidential slots to South-East Anyim appeals to parties ,Politics,Power,6-1-22,6,1,2022,Neutral,0.0,0,https://punchng.com/zone-your-presidential-slots-to-south-east-anyim-appeals-to-parties/
 NFF confirms Ighalo out of AFCON gives reason ,Information and Culture,Power,6-1-22,6,1,2022,Neutral,0.0,anticipation,https://punchng.com/nff-confirms-ighalo-out-of-afcon-gives-reason/
 Akeredolu deploys police NSCDC Amotekun to man Ondo prisons ,Politics,Crime,6-1-22,6,1,2022,Neutral,0.0,fear,https://punchng.com/akeredolu-deploys-police-nscdc-amotekun-to-man-ondo-prisons/
 Gov Bello awards lifetime scholarship to student who drew his portrait ,Education,Youth Development,6-1-22,6,1,2022,Neutral,0.0,joy,https://punchng.com/gov-bello-awards-lifetime-scholarship-to-student-who-drew-his-portrait/
 Okowa condoles with Ozigbo over father’s death ,Youth Development,Crime,6-1-22,6,1,2022,Neutral,0.0,trust,https://punchng.com/okowa-condoles-with-ozigbo-over-fathers-death/
 In the ambulance I thought my football career was over -Eriksen ,Education,Sports,6-1-22,6,1,2022,Neutral,0.0,anticipation,https://punchng.com/in-the-ambulance-i-thought-my-football-career-was-over-eriksen/
 I've never missed promotion in 28 years says NYSC DG ,Education,Youth Development,6-1-22,6,1,2022,Neutral,0.0,anticipation,https://punchng.com/ive-never-missed-promotion-in-28-years-says-nysc-dg/
 How I almost ended my acting career after relocation to US – Toyin Abraham ,Education,Politics,6-1-22,6,1,2022,Neutral,0.0,anticipation,https://punchng.com/how-i-almost-ended-my-acting-career-after-relocation-to-us-toyin-abraham/
 2023: I'm experienced enough to be Nigeria's president says Anyim ,Youth Development,Education,6-1-22,6,1,2022,Positive,0.4,anticipation,https://punchng.com/2023-im-experienced-enough-to-be-nigerias-president-says-anyim/
 Coroner's inquest into death of Sylvester Oromoni begins Jan 15 ,Youth Development,Crime,6-1-22,6,1,2022,Neutral,0.0,anger,https://punchng.com/coroners-inquest-into-death-of-sylvester-oromoni-begins-jan-15/
 Buhari’s displeasure with power sector performance an indictment on NERC – Group ,Power,Education,6-1-22,6,1,2022,Neutral,0.0,sadness,https://punchng.com/buharis-displeasure-with-power-sector-performance-an-indictment-on-nerc-group/
 10 abandoned projects in Nigeria you should know about ,Education,Youth Development,6-1-22,6,1,2022,Neutral,0.0,anger,https://punchng.com/10-abandoned-projects-in-nigeria-you-should-know-about/
 Don't be scammed we've not commenced sale of 2022 UTME forms JAMB warns ,Information and Culture,Youth Development,6-1-22,6,1,2022,Neutral,0.0,0,https://punchng.com/dont-be-scammed-weve-not-commenced-sale-of-2022-utme-forms-jamb-warns/
 'Aguleri Umuleri war threatening Anambra prosperity' ,Health,Power,6-1-22,6,1,2022,Neutral,0.0,fear,https://punchng.com/aguleri-umuleri-war-threatening-anambra-prosperity/
 Customs generate N2.241trn in 2021 ,Information and Culture,Finance,6-1-22,6,1,2022,Neutral,0.0,0,https://punchng.com/customs-generate-n2-241trn-in-2021/
 Edward Egbuka assumes duty as 36th Kogi Police Commissioner ,Education,Youth Development,6-1-22,6,1,2022,Neutral,0.0,0,https://punchng.com/edward-egbuka-assumes-duty-as-36th-kogi-police-commissioner/
 Guardiola tests positive for COVID-19 to miss City Swindon FA Cup clash ,Sports,Youth Development,6-1-22,6,1,2022,Positive,0.2,anger,https://punchng.com/guardiola-tests-positive-for-covid-19-to-miss-city-swindon-fa-cup-clash/
 Michael Okpara varsity adjusts cut-off marks for 2022 admission ,Sports,Youth Development,6-1-22,6,1,2022,Neutral,0.0,0,https://punchng.com/michael-okpara-varsity-adjusts-cut-off-marks-for-2022-admission/
 VIDEO: Nigerians predict Super Eagles performance at AFCON 2022 | Vox Naija ,Power,Youth Development,6-1-22,6,1,2022,Positive,0.3,anticipation,https://punchng.com/video-nigerians-predict-super-eagles-performance-at-afcon-2022-vox-naija/
 Being a single mum my biggest challenge - Actress Iyabo Ojo ,Youth Development,Health,6-1-22,6,1,2022,Negative,-0.1,fear,https://punchng.com/being-a-single-mum-my-biggest-challenge-actress-iyabo-ojo/
 Nigeria ranks eighth among 162 countries with high mass killings ,Youth Development,Education,6-1-22,6,1,2022,Positive,0.2,0,https://punchng.com/nigeria-ranks-eighth-among-162-countries-with-high-mass-killings/
 UK identifies rare case of avian flu in a human ,Legal,Youth Development,6-1-22,6,1,2022,Positive,0.1,fear,https://punchng.com/uk-identifies-rare-case-of-avian-flu-in-a-human/
 Muslim/Muslim ticket: It’s too early to speculate on Tinubu’s running mate -Aide ,Education,Politics,6-1-22,6,1,2022,Positive,0.1,anticipation,https://punchng.com/muslim-muslim-ticket-its-too-early-to-speculate-on-tinubus-running-mate-aide/
 Suspect in custody for drugging 'Okada' man stealing motorcycle in Ogun ,Youth Development,Crime,6-1-22,6,1,2022,Neutral,0.0,trust,https://punchng.com/suspect-in-custody-for-drugging-okada-man-stealing-motorcycle-in-ogun/
 Gov Bello condemns abduction of Chinese expatriates calls for swift rescue ,Education,Youth Development,6-1-22,6,1,2022,Neutral,0.0,sadness,https://punchng.com/gov-bello-condemns-abduction-of-chinese-expatriates-calls-for-swift-rescue/
 Unpaid arrears: National Assembly workers begin strike picketing on Monday ,Power,Legislative,6-1-22,6,1,2022,Positive,0.2,sadness,https://punchng.com/unpaid-arrears-national-assembly-workers-begin-strike-picketing-on-monday/
 Buhari sad over death of 19 in Kano-Zaria auto crash ,Crime,Health,7-1-22,7,1,2022,Negative,-0.5,fear,https://punchng.com/buhari-sad-over-death-of-19-in-kano-zaria-auto-crash/
 Buhari felicitates FCT women affairs ministers Bello Tallen at 63 ,Politics,Foreign Affairs,7-1-22,7,1,2022,Neutral,0.0,0,https://punchng.com/buhari-felicitates-fct-women-affairs-ministers-bello-tallen-at-63/
 Bauchi sues Dogara 28 others over Gonto memorial crisis ,Crime,Education,7-1-22,7,1,2022,Neutral,0.0,sadness,https://punchng.com/bauchi-sues-dogara-28-others-over-gonto-memorial-crisis/
 APC convention: Governors to decide date Sunday ,Power,Politics,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/apc-convention-governors-to-decide-date-sunday/
 Group blames Gombe gov for death of 12 persons in Billiri ,Politics,Youth Development,7-1-22,7,1,2022,Neutral,0.0,anger,https://punchng.com/group-blames-gombe-gov-for-death-of-12-persons-in-billiri/
 Soot: Rivers monarchs seek South-South govs intervention ,Politics,Power,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/soot-rivers-monarchs-seek-south-south-govs-intervention/
 228 die in Ogun road accidents in 2021 – TRACE ,Youth Development,Education,7-1-22,7,1,2022,Neutral,0.0,fear,https://punchng.com/228-die-in-ogun-road-accidents-in-2021-trace/
 NDA to undertake battle simulation drills in Kaduna Plateau ,Education,Environment,7-1-22,7,1,2022,Neutral,0.0,anger,https://punchng.com/nda-to-undertake-battle-simulation-drills-in-kaduna-plateau/
 Okadigbo: Buhari bridging gender leadership gap says APC ,Education,Politics,7-1-22,7,1,2022,Neutral,0.0,sadness,https://punchng.com/okadigbo-buhari-bridging-gender-leadership-gap-says-apc/
 Buhari appoints ex-Lagos commissioner Gbeleyi as FMBN board Chairman ,Finance,Education,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/buhari-appoints-ex-lagos-commissioner-gbeleyi-as-fmbn-board-chairman/
 Kwara school to represent Nigeria at youth football tourney in Denmark ,Sports,Education,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/kwara-school-to-represent-nigeria-at-youth-football-tourney-in-denmark/
 Singer Omawumi dares online trolls to confront her face to face ,Youth Development,Environment,7-1-22,7,1,2022,Neutral,0.0,anger,https://punchng.com/singer-omawumi-dares-online-trolls-to-confront-her-face-to-face/
 Three dead as suspected herdsmen sack Ondo community burn houses ,Youth Development,Power,7-1-22,7,1,2022,Negative,-0.2,anticipation,https://punchng.com/three-dead-as-suspected-herdsmen-sack-ondo-community-burn-houses/
 Commuters stranded as snowstorm persists in US cities ,Transportation,Environment,7-1-22,7,1,2022,Neutral,0.0,sadness,https://punchng.com/commuters-stranded-as-snowstorm-persists-in-us-cities/
 Buhari mourns Islamic scholar Ibrahim lauds service to Islam Nigeria ,Education,Politics,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/buhari-mourns-islamic-scholar-ibrahim-lauds-service-to-islam-nigeria/
 Autopsies in Lagos Delta agree Silvester died naturally —Lagos CP ,Education,Youth Development,7-1-22,7,1,2022,Positive,0.1,anticipation,https://punchng.com/autopsies-in-lagos-delta-agree-silvester-died-naturally-lagos-cp/
 Rape: Man City's Benjamin Mendy granted bail ,Youth Development,Crime,7-1-22,7,1,2022,Neutral,0.0,anticipation,https://punchng.com/rape-man-citys-benjamin-mendy-granted-bail/
 How I struggled with breastfeeding mental health after childbirth – Singer Mo’Cheddah ,Health,Education,7-1-22,7,1,2022,Negative,-0.1,0,https://punchng.com/how-i-struggled-with-breastfeeding-mental-health-after-childbirth-singer-mocheddah/
 US court jails Nigerian for fraud orders over $1m restitution ,Justice,Crime,7-1-22,7,1,2022,Neutral,0.0,anger,https://punchng.com/us-court-jails-nigerian-for-fraud-orders-over-1m-restitution/
 Kanye West Julia Fox confirm dating rumours with steamy pictures ,Youth Development,Politics,7-1-22,7,1,2022,Neutral,0.0,0,https://punchng.com/kanye-west-julia-fox-confirm-dating-rumours-with-steamy-pictures/
 Sylvester Oromoni: Lagos police sound tough bar protests ,Politics,Legal,7-1-22,7,1,2022,Neutral,0.0,fear,https://punchng.com/sylvester-oromoni-lagos-police-sound-tough-bar-protests/
 PDP’ll take over if APC leaders fail on convention – Buhari ,Power,Politics,7-1-22,7,1,2022,Negative,-0.5,anticipation,https://punchng.com/pdpll-take-over-if-apc-leaders-fail-on-convention-buhari/
 N10/litre tax on soft drinks: Nigeria’ll lose investments says MAN ,Power,Youth Development,7-1-22,7,1,2022,Positive,0.1,sadness,https://punchng.com/n10-litre-tax-on-soft-drinks-nigeriall-lose-investments-says-man/
 Resident sues FCT minister others for alleged illegal demolition demands N200m ,Legal,Youth Development,7-1-22,7,1,2022,Negative,-0.3,sadness,https://punchng.com/resident-sues-fct-minister-others-for-alleged-illegal-demolition-demands-n200m/
 Super Tucano deployment: NAF plans bandits’ bombardment allays fears over civilian casualties US warns FG ,Health,Youth Development,7-1-22,7,1,2022,Positive,0.3,anger,https://punchng.com/super-tucano-deployment-naf-plans-bandits-bombardment-allays-fears-over-civilian-casualties-us-warns-fg/
 Rivers of deaths: Niger govt residents lament boat accidents as flooded  dams wreak havoc ,Power,Health,7-1-22,7,1,2022,Neutral,0.0,sadness,https://punchng.com/rivers-of-deaths-niger-govt-residents-lament-boat-accidents-as-flooded-dams-wreak-havoc/
 Buhari felicitates FCT women affairs ministers Bello Tallen at 63 ,Foreign Affairs,Politics,7-1-22,7,1,2022,Neutral,0.0,0,https://punchng.com/buhari-felicitates-fct-women-affairs-ministers-bello-tallen-at-63/
